from,to,source_essential,target_essential,edge_type
nadD,gmk,y,n,E-N
phpP,gmk,y,n,E-N
tpiA,gmk,y,n,E-N
rpoZ,gmk,y,n,E-N
pyk,gmk,y,n,E-N
sun,gmk,n,n,N-N
relA,gmk,y,n,E-N
nrdF,gmk,n,n,N-N
fmt,gmk,y,n,E-N
nrdE,gmk,y,n,E-N
dgkA,gmk,n,n,N-N
ndk,gmk,n,n,N-N
SPD_1179,gmk,n,n,N-N
stkP,gmk,y,n,E-N
xpt,gmk,n,n,N-N
guaC,gmk,n,n,N-N
apt,gmk,n,n,N-N
coaE,guaB,y,y,E-E
msrAB1,guaB,n,y,N-E
msrAB2,guaB,n,y,N-E
pbuX,guaB,n,y,N-E
trpS,guaB,y,y,E-E
lysS,guaB,y,y,E-E
rpoD,guaB,y,y,E-E
pdp,guaB,n,y,N-E
cmk,guaB,n,y,N-E
pyrG,guaB,n,y,N-E
pgsA,guaB,y,y,E-E
pyrF,guaB,n,y,N-E
metK,guaB,y,y,E-E
ksgA,guaB,n,y,N-E
glmS,guaB,y,y,E-E
glnA,guaB,n,y,N-E
folD,guaB,y,y,E-E
carB,guaB,n,y,N-E
purN,guaB,y,y,E-E
SPD_1437,guaB,y,y,E-E
pyrE,guaB,n,y,N-E
purF,guaB,y,y,E-E
tmk,guaB,n,y,N-E
truB,guaB,n,y,N-E
purM,guaB,n,y,N-E
purE,guaB,n,y,N-E
purC,guaB,n,y,N-E
SPD_0052,guaB,n,y,N-E
purD,guaB,n,y,N-E
purB,guaB,n,y,N-E
dnaK,guaB,y,y,E-E
xpt,guaB,n,y,N-E
SPD_1660,guaB,n,y,N-E
guaC,guaB,n,y,N-E
purH,guaB,n,y,N-E
pyrE,purA,n,n,N-N
purF,purA,y,n,E-N
purR,purA,n,n,N-N
purK,purA,n,n,N-N
purM,purA,n,n,N-N
purE,purA,n,n,N-N
SPD_0377,purA,n,n,N-N
prsA,purA,n,n,N-N
purC,purA,n,n,N-N
SPD_0052,purA,n,n,N-N
purD,purA,n,n,N-N
asnA,purA,n,n,N-N
L-asparaginase,purA,n,n,N-N
argG,purA,n,n,N-N
pyrB,purA,n,n,N-N
purB,purA,n,n,N-N
xpt,purA,n,n,N-N
guaC,purA,n,n,N-N
purH,purA,n,n,N-N
guaB,purA,y,n,E-N
rnpA,trmE,y,n,E-N
gidB,trmE,n,n,N-N
trmU,trmE,n,n,N-N
obg,trmE,y,n,E-N
trmB,birA,n,y,N-E
hrcA,birA,n,y,N-E
SPD_0684,birA,n,y,N-E
dapB,birA,y,y,E-E
murB,birA,y,y,E-E
alr,birA,y,y,E-E
nadD,birA,y,y,E-E
nadE,birA,n,y,N-E
msmR,birA,n,y,N-E
nrdR,birA,n,y,N-E
folP,birA,y,y,E-E
sulD,birA,y,y,E-E
ribD,birA,n,y,N-E
ribB,birA,n,y,N-E
metK,birA,y,y,E-E
trmU,birA,n,y,N-E
accC,birA,y,y,E-E
aga,birA,n,y,N-E
folA,birA,y,y,E-E
folD,birA,y,y,E-E
accB,birA,y,y,E-E
SPD_1024,birA,n,y,N-E
glmU,birA,y,y,E-E
thyA,birA,y,y,E-E
purB,birA,n,y,N-E
guaB,birA,y,y,E-E
Cdd,tadA,n,n,N-N
truB,tadA,n,n,N-N
SPD_1011,tadA,n,n,N-N
pfkA,tadA,y,n,E-N
purA,tadA,n,n,N-N
spr2007,adcR,n,n,N-N
spr0009,adcR,n,n,N-N
spr0487,adcR,n,n,N-N
spr0008,adcR,n,n,N-N
spr0895,adcR,n,n,N-N
czcD,adcR,n,n,N-N
phtA,adcR,n,n,N-N
spr1168,adcR,n,n,N-N
marR,adcR,n,n,N-N
SPD_1450,adcR,n,n,N-N
phpA,adcR,n,n,N-N
spr0590,adcR,n,n,N-N
phtE,adcR,n,n,N-N
SPD_2029,adcR,n,n,N-N
phtD,adcR,n,n,N-N
adcB,adcR,n,n,N-N
adcC,adcR,n,n,N-N
adcA,adcR,n,n,N-N
rpsN,adcR,n,n,N-N
cglD,rexB,n,n,N-N
SPD_1241,rexB,n,n,N-N
SPD_1017,rexB,n,n,N-N
rexA,rexB,n,n,N-N
recO,rexB,n,n,N-N
recX,SPD_0489,n,n,N-N
SPD_0490,SPD_0489,n,n,N-N
SPD_0488,SPD_0489,n,n,N-N
SPD_0487,SPD_0489,n,n,N-N
atpE,SPD_0489,n,n,N-N
adcR,SPD_0489,n,n,N-N
SPD_0489,SPD_0873,n,n,N-N
SPD_1288,SPD_0369,n,n,N-N
SPD_0594,SPD_0369,n,n,N-N
SPD_2029,SPD_0369,n,n,N-N
SPD_0965,SPD_0369,n,n,N-N
SPD_1763,SPD_0369,n,n,N-N
SPD_0370,SPD_0369,n,n,N-N
SPD_0670,SPD_0369,n,n,N-N
cglD,mapZ,n,n,N-N
ccs4,mapZ,n,n,N-N
clgD,mapZ,n,n,N-N
SPD_0341,mapZ,n,n,N-N
divIVA,mapZ,y,n,E-N
gpsB,mapZ,n,n,N-N
SPD_1858,mapZ,n,n,N-N
SPD_1389,mapZ,n,n,N-N
SPD_1010,mapZ,n,n,N-N
ftsZ,mapZ,y,n,E-N
SPD_0186,mapZ,n,n,N-N
mltG,mapZ,n,n,N-N
stkP,mapZ,y,n,E-N
SPD_0489,mapZ,n,n,N-N
SPD_0873,mapZ,n,n,N-N
SPD_2044,SPD_2043,n,n,N-N
ftsX,SPD_2043,n,n,N-N
ftsE,SPD_2043,y,n,E-N
mreC,SPD_2043,n,n,N-N
SPD_0564,SPD_1350,n,n,N-N
SPD_1347,SPD_1350,n,n,N-N
SPD_1348,SPD_1350,n,n,N-N
SPD_0594,SPD_1350,n,n,N-N
murC,SPD_1350,y,n,E-N
SPD_1010,SPD_1350,n,n,N-N
SPD_1715,SPD_1350,n,n,N-N
SPD_0186,SPD_1350,n,n,N-N
SPD_0681,SPD_1350,n,n,N-N
SPD_1241,SPD_1350,n,n,N-N
SPD_0670,SPD_1350,n,n,N-N
rexB,SPD_1350,n,n,N-N
SPD_0369,SPD_1350,n,n,N-N
mapZ,SPD_1350,n,n,N-N
SPD_1288,SPD_0754,n,n,N-N
SPD_0594,SPD_0754,n,n,N-N
SPD_2029,SPD_0754,n,n,N-N
SPD_0965,SPD_0754,n,n,N-N
SPD_0670,SPD_0754,n,n,N-N
SPD_0369,SPD_0754,n,n,N-N
SPD_1350,SPD_0754,n,n,N-N
SPD_1481,SPD_0876,n,n,N-N
SPD_0564,SPD_0876,n,n,N-N
SPD_1288,SPD_0876,n,n,N-N
SPD_0594,SPD_0876,n,n,N-N
mtnN,SPD_0876,n,n,N-N
SPD_1010,SPD_0876,n,n,N-N
SPD_1715,SPD_0876,n,n,N-N
glmU,SPD_0876,y,n,E-N
SPD_0875,SPD_0876,n,n,N-N
SPD_0670,SPD_0876,n,n,N-N
rexB,SPD_0876,n,n,N-N
SPD_0873,SPD_0876,n,n,N-N
SPD_0369,SPD_0876,n,n,N-N
mapZ,SPD_0876,n,n,N-N
SPD_1350,SPD_0876,n,n,N-N
SPD_0754,SPD_0876,n,n,N-N
SPD_1288,SPD_0878,n,n,N-N
SPD_2029,SPD_0878,n,n,N-N
SPD_0965,SPD_0878,n,n,N-N
SPD_1763,SPD_0878,n,n,N-N
mtnN,SPD_0878,n,n,N-N
SPD_0670,SPD_0878,n,n,N-N
atpE,SPD_0878,n,n,N-N
SPD_0651,SPD_0878,n,n,N-N
adcR,SPD_0878,n,n,N-N
SPD_0489,SPD_0878,n,n,N-N
SPD_0873,SPD_0878,n,n,N-N
SPD_0369,SPD_0878,n,n,N-N
SPD_0754,SPD_0878,n,n,N-N
SPD_0876,SPD_0878,n,n,N-N
SPD_1576,SPD_0585,n,n,N-N
clgD,SPD_0585,n,n,N-N
rnz,SPD_0585,y,n,E-N
hflX,SPD_0585,y,n,E-N
SPD_0587,SPD_0585,n,n,N-N
miaA,SPD_0585,n,n,N-N
SPD_2029,SPD_0585,n,n,N-N
SPD_1858,SPD_0585,n,n,N-N
SPD_1389,SPD_0585,n,n,N-N
SPD_1010,SPD_0585,n,n,N-N
SPD_1241,SPD_0585,n,n,N-N
atpE,SPD_0585,n,n,N-N
adcR,SPD_0585,n,n,N-N
rexB,SPD_0585,n,n,N-N
SPD_0489,SPD_0585,n,n,N-N
SPD_0873,SPD_0585,n,n,N-N
mapZ,SPD_0585,n,n,N-N
SPD_0878,SPD_0585,n,n,N-N
clgD,SPD_1144,n,n,N-N
SPD_1288,SPD_1144,n,n,N-N
SPD_0594,SPD_1144,n,n,N-N
SPD_2029,SPD_1144,n,n,N-N
SPD_0965,SPD_1144,n,n,N-N
SPD_1763,SPD_1144,n,n,N-N
SPD_1858,SPD_1144,n,n,N-N
SPD_1010,SPD_1144,n,n,N-N
SPD_1715,SPD_1144,n,n,N-N
SPD_1241,SPD_1144,n,n,N-N
SPD_0670,SPD_1144,n,n,N-N
atpE,SPD_1144,n,n,N-N
SPD_0651,SPD_1144,n,n,N-N
adcR,SPD_1144,n,n,N-N
rexB,SPD_1144,n,n,N-N
SPD_0489,SPD_1144,n,n,N-N
SPD_0873,SPD_1144,n,n,N-N
SPD_0369,SPD_1144,n,n,N-N
mapZ,SPD_1144,n,n,N-N
SPD_1350,SPD_1144,n,n,N-N
SPD_0754,SPD_1144,n,n,N-N
SPD_0876,SPD_1144,n,n,N-N
SPD_0878,SPD_1144,n,n,N-N
SPD_0585,SPD_1144,n,n,N-N
cglD,cppA,n,n,N-N
ccs4,cppA,n,n,N-N
SPD_1279,cppA,n,n,N-N
SPD_1277,cppA,n,n,N-N
SPD_1276,cppA,n,n,N-N
SPD_1348,cppA,n,n,N-N
SPD_1858,cppA,n,n,N-N
SPD_1010,cppA,n,n,N-N
SPD_1715,cppA,n,n,N-N
SPD_0186,cppA,n,n,N-N
SPD_0179,cppA,n,n,N-N
SPD_1241,cppA,n,n,N-N
adcR,cppA,n,n,N-N
rexB,cppA,n,n,N-N
SPD_0873,cppA,n,n,N-N
mapZ,cppA,n,n,N-N
SPD_1350,cppA,n,n,N-N
SPD_0876,cppA,n,n,N-N
SPD_0878,cppA,n,n,N-N
SPD_0585,cppA,n,n,N-N
SPD_1144,cppA,n,n,N-N
SPD_1526,SPD_1522,n,n,N-N
SPD_1520,SPD_1522,n,n,N-N
nrdR,SPD_1522,n,n,N-N
SPD_0873,SPD_1522,n,n,N-N
SPD_0369,SPD_1522,n,n,N-N
mapZ,SPD_1522,n,n,N-N
SPD_1350,SPD_1522,n,n,N-N
SPD_0754,SPD_1522,n,n,N-N
SPD_0876,SPD_1522,n,n,N-N
SPD_0878,SPD_1522,n,n,N-N
SPD_0585,SPD_1522,n,n,N-N
SPD_1144,SPD_1522,n,n,N-N
cppA,SPD_1522,n,n,N-N
fer,SPD_1429,n,n,N-N
SPD_0594,SPD_1429,n,n,N-N
SPD_1858,SPD_1429,n,n,N-N
SPD_1389,SPD_1429,n,n,N-N
cmk,SPD_1429,n,n,N-N
SPD_0489,SPD_1429,n,n,N-N
SPD_0873,SPD_1429,n,n,N-N
SPD_0369,SPD_1429,n,n,N-N
mapZ,SPD_1429,n,n,N-N
SPD_2043,SPD_1429,n,n,N-N
SPD_1350,SPD_1429,n,n,N-N
SPD_0754,SPD_1429,n,n,N-N
SPD_0876,SPD_1429,n,n,N-N
SPD_0878,SPD_1429,n,n,N-N
SPD_0585,SPD_1429,n,n,N-N
SPD_1144,SPD_1429,n,n,N-N
cppA,SPD_1429,n,n,N-N
SPD_1522,SPD_1429,n,n,N-N
SPD_0651,SPD_0010,n,n,N-N
adcR,SPD_0010,n,n,N-N
rexB,SPD_0010,n,n,N-N
SPD_0489,SPD_0010,n,n,N-N
SPD_0873,SPD_0010,n,n,N-N
mapZ,SPD_0010,n,n,N-N
SPD_1350,SPD_0010,n,n,N-N
SPD_0878,SPD_0010,n,n,N-N
SPD_0585,SPD_0010,n,n,N-N
SPD_1144,SPD_0010,n,n,N-N
cppA,SPD_0010,n,n,N-N
SPD_1522,SPD_0010,n,n,N-N
SPD_1429,SPD_0010,n,n,N-N
SPD_1858,ftsL,n,n,N-N
SPD_1389,ftsL,n,n,N-N
pbp1B,ftsL,n,n,N-N
ezrA,ftsL,y,n,E-N
pbpX,ftsL,y,n,E-N
mraY,ftsL,y,n,E-N
mraW,ftsL,y,n,E-N
rpoZ,ftsL,y,n,E-N
ftsZ,ftsL,y,n,E-N
SPD_0873,ftsL,n,n,N-N
mapZ,ftsL,n,n,N-N
SPD_1350,ftsL,n,n,N-N
SPD_0878,ftsL,n,n,N-N
SPD_0585,ftsL,n,n,N-N
SPD_1144,ftsL,n,n,N-N
cppA,ftsL,n,n,N-N
SPD_1429,ftsL,n,n,N-N
SPD_0010,ftsL,n,n,N-N
rpmH,divIB,y,n,E-N
ylmF,divIB,n,n,N-N
coiA,divIB,y,n,E-N
ftsA,divIB,y,n,E-N
mreC,divIB,n,n,N-N
SPD_0465,divIB,n,n,N-N
penA,divIB,n,n,N-N
SPD_0952,divIB,y,n,E-N
ezrA,divIB,y,n,E-N
murD,divIB,y,n,E-N
ftsZ,divIB,y,n,E-N
SPD_0186,divIB,n,n,N-N
SPD_0093,divIB,n,n,N-N
SPD_0094,divIB,n,n,N-N
secY,divIB,n,n,N-N
murG,divIB,y,n,E-N
secA,divIB,n,n,N-N
ftsL,divIB,n,n,N-N
SPD_2022,ftsH,n,n,N-N
secA,ftsH,n,n,N-N
clpP,ftsH,n,n,N-N
SPD_1606,ftsH,n,n,N-N
SPD_2052,ftsH,n,n,N-N
SPD_1987,ftsH,n,n,N-N
atpE,ftsH,n,n,N-N
SPD_1920,ftsH,n,n,N-N
SPD_2051,ftsH,n,n,N-N
leuB,ftsH,n,n,N-N
SPD_1962,ftsH,n,n,N-N
SPD_1984,ftsH,n,n,N-N
dnaK,ftsH,y,n,E-N
atpD,ftsH,y,n,E-N
groL,ftsH,y,n,E-N
atpA,ftsH,y,n,E-N
SPD_0010,ftsH,n,n,N-N
SPD_2016,hslO,n,n,N-N
priA,recJ,n,n,N-N
SPD_1153,recJ,n,n,N-N
mutM,recJ,n,n,N-N
psaD,recJ,n,n,N-N
xseA,recJ,n,n,N-N
SPD_1122,recJ,n,n,N-N
recX,recJ,n,n,N-N
recD2,recJ,n,n,N-N
recU,recJ,y,n,E-N
ligA,recJ,y,n,E-N
celB,recJ,n,n,N-N
relA,recJ,y,n,E-N
mutS2,recJ,n,n,N-N
ruvA,recJ,y,n,E-N
uvrC,recJ,n,n,N-N
rexA,recJ,n,n,N-N
recO,recJ,n,n,N-N
pcrA,recJ,n,n,N-N
recG,recJ,n,n,N-N
radA,recJ,n,n,N-N
rexB,recJ,n,n,N-N
celB,ruvB,n,y,N-E
SPD_0242,ruvB,n,y,N-E
uppS,ruvB,n,y,N-E
ribD,ruvB,n,y,N-E
ruvA,ruvB,y,y,E-E
obg,ruvB,y,y,E-E
recG,ruvB,n,y,N-E
radA,ruvB,n,y,N-E
birA,ruvB,y,y,E-E
recJ,ruvB,n,y,N-E
xseB,recN,n,n,N-N
SPD_1061,recN,n,n,N-N
xseA,recN,n,n,N-N
SPD_1122,recN,n,n,N-N
SPD_1064,recN,n,n,N-N
alr,recN,y,n,E-N
pbpX,recN,y,n,E-N
ispA,recN,n,n,N-N
ruvA,recN,y,n,E-N
SPD_1063,recN,n,n,N-N
recO,recN,n,n,N-N
recG,recN,n,n,N-N
recJ,recN,n,n,N-N
ruvB,recN,y,n,E-N
hexA,uvrA,n,n,N-N
parC,uvrA,n,n,N-N
SPD_0177,uvrA,n,n,N-N
SPD_0175,uvrA,n,n,N-N
uvrC,uvrA,n,n,N-N
pcrA,uvrA,n,n,N-N
recN,uvrA,n,n,N-N
adk,hpt,y,y,E-E
xpt,hpt,n,y,N-E
SPD_1660,hpt,n,y,N-E
deoD,hpt,n,y,N-E
guaC,hpt,n,y,N-E
SPD_0726,hpt,n,y,N-E
apt,hpt,n,y,N-E
purH,hpt,n,y,N-E
gmk,hpt,n,y,N-E
guaB,hpt,y,y,E-E
purA,hpt,n,y,N-E
SPD_0010,hpt,n,y,N-E
ftsH,hpt,n,y,N-E
trmE,tilS,n,n,N-N
birA,tilS,y,n,E-N
tadA,tilS,n,n,N-N
SPD_0010,tilS,n,n,N-N
ftsH,tilS,n,n,N-N
hpt,tilS,y,n,E-N
SPD_2029,SPD_0008,n,n,N-N
SPD_0965,SPD_0008,n,n,N-N
SPD_0651,SPD_0008,n,n,N-N
adcR,SPD_0008,n,n,N-N
rexB,SPD_0008,n,n,N-N
SPD_0489,SPD_0008,n,n,N-N
SPD_0873,SPD_0008,n,n,N-N
SPD_0369,SPD_0008,n,n,N-N
mapZ,SPD_0008,n,n,N-N
SPD_2043,SPD_0008,n,n,N-N
SPD_1350,SPD_0008,n,n,N-N
SPD_0754,SPD_0008,n,n,N-N
SPD_0876,SPD_0008,n,n,N-N
SPD_0878,SPD_0008,n,n,N-N
SPD_0585,SPD_0008,n,n,N-N
SPD_1144,SPD_0008,n,n,N-N
cppA,SPD_0008,n,n,N-N
SPD_1522,SPD_0008,n,n,N-N
SPD_1429,SPD_0008,n,n,N-N
SPD_0010,SPD_0008,n,n,N-N
ftsL,SPD_0008,n,n,N-N
divIB,SPD_0008,n,n,N-N
tilS,SPD_0008,n,n,N-N
SPD_0837,frr,n,y,N-E
SPD_0836,frr,n,y,N-E
efp,frr,y,y,E-E
tsf,frr,y,y,E-E
cdsA,frr,n,y,N-E
rplD,frr,y,y,E-E
rplU,frr,n,y,N-E
rpsB,frr,n,y,N-E
rplP,frr,y,y,E-E
rplC,frr,n,y,N-E
pyrH,frr,y,y,E-E
rpsI,frr,n,y,N-E
rpsP,frr,y,y,E-E
rplT,frr,y,y,E-E
rpmA,frr,y,y,E-E
rpsJ,frr,y,y,E-E
rplM,frr,y,y,E-E
rplS,frr,n,y,N-E
rpsO,frr,n,y,N-E
rplB,frr,y,y,E-E
rplV,frr,n,y,N-E
rpsK,frr,y,y,E-E
rpsE,frr,y,y,E-E
rplF,frr,y,y,E-E
obg,frr,y,y,E-E
secA,frr,n,y,N-E
spr1638,trpF,n,n,N-N
trpE,trpF,n,n,N-N
trpD,trpF,n,n,N-N
trpC,trpF,n,n,N-N
trpG,trpF,n,n,N-N
pabB,trpF,n,n,N-N
trpA,trpF,n,n,N-N
trpB,trpF,y,n,E-N
SPD_0052,trpF,n,n,N-N
ftsH,SPD_0007,n,n,N-N
hslO,SPD_0007,n,n,N-N
hpt,SPD_0007,y,n,E-N
tilS,SPD_0007,n,n,N-N
SPD_0008,SPD_0007,n,n,N-N
gatC,gatA,y,n,E-N
gatB,gatA,y,n,E-N
asnS,gatA,y,n,E-N
aspS,gatA,n,n,N-N
rpmG-2,rplA,n,y,N-E
SPD_1136,rplA,y,y,E-E
rpmG-1,rplA,n,y,N-E
rnr,rplA,n,y,N-E
rpsA,rplA,n,y,N-E
efp,rplA,y,y,E-E
tuf,rplA,y,y,E-E
tig,rplA,n,y,N-E
rpmG,rplA,y,y,E-E
tsf,rplA,y,y,E-E
thrS,rplA,y,y,E-E
rpoD,rplA,y,y,E-E
rpmJ,rplA,n,y,N-E
rpmF,rplA,y,y,E-E
rplL,rplA,n,y,N-E
rplD,rplA,y,y,E-E
rpmC,rplA,n,y,N-E
rplN,rplA,y,y,E-E
rplQ,rplA,y,y,E-E
rplJ,rplA,y,y,E-E
rplU,rplA,n,y,N-E
rpmD,rplA,n,y,N-E
rplP,rplA,y,y,E-E
rplW,rplA,n,y,N-E
prfB,rplA,n,y,N-E
rplT,rplA,y,y,E-E
rpmA,rplA,y,y,E-E
rplM,rplA,y,y,E-E
rplS,rplA,n,y,N-E
SPD_0481,rplA,n,y,N-E
rplV,rplA,n,y,N-E
rplX,rplA,n,y,N-E
rplE,rplA,y,y,E-E
rplF,rplA,y,y,E-E
rplO,rplA,n,y,N-E
rplK,rplA,y,y,E-E
frr,rplA,y,y,E-E
pvaA,prfA,n,y,N-E
SPD_0909,prfA,n,y,N-E
SPD_0905,prfA,n,y,N-E
hemK,prfA,n,y,N-E
SPD_0911,prfA,n,y,N-E
rplI,prfA,n,y,N-E
rplQ,prfA,y,y,E-E
rplU,prfA,n,y,N-E
rplP,prfA,y,y,E-E
rpsL,prfA,y,y,E-E
rpsI,prfA,n,y,N-E
SPD_0908,prfA,n,y,N-E
trmU,prfA,n,y,N-E
rpsP,prfA,y,y,E-E
rplT,prfA,y,y,E-E
rpmA,prfA,y,y,E-E
rplM,prfA,y,y,E-E
rplS,prfA,n,y,N-E
rplB,prfA,y,y,E-E
rplV,prfA,n,y,N-E
rplO,prfA,n,y,N-E
rpsG,prfA,y,y,E-E
tdk,prfA,n,y,N-E
trmE,prfA,n,y,N-E
hpt,prfA,y,y,E-E
tilS,prfA,n,y,N-E
tyrS,leuS,y,n,E-N
alaS,leuS,n,n,N-N
trpS,leuS,y,n,E-N
asnS,leuS,y,n,E-N
thrS,leuS,y,n,E-N
lysS,leuS,y,n,E-N
aspS,leuS,n,n,N-N
cysS,leuS,n,n,N-N
valS,leuS,n,n,N-N
proS,leuS,y,n,E-N
pyrG,leuS,n,n,N-N
hisS,leuS,n,n,N-N
argS,leuS,n,n,N-N
ileS,leuS,y,n,E-N
recG,leuS,n,n,N-N
trmE,leuS,n,n,N-N
spr1886,gltX,n,y,N-E
SPD_1895,gltX,n,y,N-E
rnr,gltX,n,y,N-E
mrnC,gltX,n,y,N-E
gatC,gltX,y,y,E-E
gatB,gltX,y,y,E-E
asnS,gltX,y,y,E-E
lysS,gltX,y,y,E-E
aspS,gltX,n,y,N-E
cysS,gltX,n,y,N-E
valS,gltX,n,y,N-E
proS,gltX,y,y,E-E
rplD,gltX,y,y,E-E
rpmC,gltX,n,y,N-E
rplN,gltX,y,y,E-E
rplJ,gltX,y,y,E-E
rpmD,gltX,n,y,N-E
rplP,gltX,y,y,E-E
rplW,gltX,n,y,N-E
rplC,gltX,n,y,N-E
cysE,gltX,n,y,N-E
rplM,gltX,y,y,E-E
SPD_0481,gltX,n,y,N-E
rplB,gltX,y,y,E-E
rplV,gltX,n,y,N-E
rplX,gltX,n,y,N-E
rplE,gltX,y,y,E-E
rplF,gltX,y,y,E-E
rplO,gltX,n,y,N-E
argS,gltX,n,y,N-E
ileS,gltX,y,y,E-E
rplK,gltX,y,y,E-E
gatA,gltX,n,y,N-E
rplA,gltX,y,y,E-E
leuS,gltX,n,y,N-E
glyQ,pheT,y,y,E-E
rsfS,pheT,n,y,N-E
coaE,pheT,y,y,E-E
SPD_0505,pheT,y,y,E-E
tyrS,pheT,y,y,E-E
alaS,pheT,n,y,N-E
ffh,pheT,y,y,E-E
trpS,pheT,y,y,E-E
asnS,pheT,y,y,E-E
thrS,pheT,y,y,E-E
lysS,pheT,y,y,E-E
aspS,pheT,n,y,N-E
cysS,pheT,n,y,N-E
valS,pheT,n,y,N-E
proS,pheT,y,y,E-E
pyrH,pheT,y,y,E-E
sun,pheT,n,y,N-E
hisS,pheT,n,y,N-E
metK,pheT,y,y,E-E
serS,pheT,y,y,E-E
pheS,pheT,n,y,N-E
ksgA,pheT,n,y,N-E
tsaD,pheT,y,y,E-E
rnpA,pheT,y,y,E-E
trmU,pheT,n,y,N-E
spr0967,pheT,n,y,N-E
rpsO,pheT,n,y,N-E
ftsY,pheT,n,y,N-E
rpsH,pheT,y,y,E-E
rpsK,pheT,y,y,E-E
SPD_1921,pheT,n,y,N-E
fmt,pheT,y,y,E-E
argS,pheT,n,y,N-E
ileS,pheT,y,y,E-E
folD,pheT,y,y,E-E
leuS,pheT,n,y,N-E
gltX,pheT,y,y,E-E
map,infB,y,n,E-N
pnp,infB,n,n,N-N
rbfA,infB,n,n,N-N
rimP,infB,n,n,N-N
aspS,infB,n,n,N-N
nusA,infB,y,n,E-N
infA,infB,y,n,E-N
rpsB,infB,n,n,N-N
rpsL,infB,y,n,E-N
rpsI,infB,n,n,N-N
rpsP,infB,y,n,E-N
SPD_0480,infB,y,n,E-N
rpsJ,infB,y,n,E-N
rpsO,infB,n,n,N-N
SPD_0481,infB,n,n,N-N
rplB,infB,y,n,E-N
rpsH,infB,y,n,E-N
rpsK,infB,y,n,E-N
rpsM,infB,y,n,E-N
rpsE,infB,y,n,E-N
rpsG,infB,y,n,E-N
truB,infB,n,n,N-N
leuS,infB,n,n,N-N
tyrS,SPD_1725,y,n,E-N
rluB,der,n,y,N-E
engB,der,y,y,E-E
SPD_1520,der,n,y,N-E
cmk,der,n,y,N-E
nrdR,der,n,y,N-E
hisS,der,n,y,N-E
rplT,der,y,y,E-E
rpmI,der,n,y,N-E
obg,der,y,y,E-E
plsY,der,y,y,E-E
truB,der,n,y,N-E
SPD_1522,der,n,y,N-E
SPD_1382,rplR,y,y,E-E
rnr,rplR,n,y,N-E
efp,rplR,y,y,E-E
rpmJ,rplR,n,y,N-E
atpF,rplR,y,y,E-E
infA,rplR,y,y,E-E
rpsS,rplR,y,y,E-E
rpsN,rplR,n,y,N-E
rpsF,rplR,y,y,E-E
rplD,rplR,y,y,E-E
rplN,rplR,y,y,E-E
rplQ,rplR,y,y,E-E
rplJ,rplR,y,y,E-E
rpsB,rplR,n,y,N-E
rpsR,rplR,y,y,E-E
rpmD,rplR,n,y,N-E
rplP,rplR,y,y,E-E
rplW,rplR,n,y,N-E
rpsL,rplR,y,y,E-E
rplC,rplR,n,y,N-E
rpmE,rplR,n,y,N-E
rpsI,rplR,n,y,N-E
rpsP,rplR,y,y,E-E
rplT,rplR,y,y,E-E
rpmA,rplR,y,y,E-E
rpsJ,rplR,y,y,E-E
yfiA,rplR,n,y,N-E
rpsO,rplR,n,y,N-E
SPD_0481,rplR,n,y,N-E
rplB,rplR,y,y,E-E
rplV,rplR,n,y,N-E
rplX,rplR,n,y,N-E
rpsC,rplR,y,y,E-E
rpsH,rplR,y,y,E-E
rpsD,rplR,n,y,N-E
rpsM,rplR,y,y,E-E
rpsE,rplR,y,y,E-E
rplF,rplR,y,y,E-E
secY,rplR,n,y,N-E
atpH,rplR,n,y,N-E
rplK,rplR,y,y,E-E
rplA,rplR,y,y,E-E
gltX,rplR,y,y,E-E
der,rplR,y,y,E-E
SPD_1658,guaA,n,n,N-N
SPD_1275,guaA,n,n,N-N
spr1259,guaA,n,n,N-N
mutM,guaA,n,n,N-N
nspC,guaA,n,n,N-N
SPD_0815,guaA,n,n,N-N
SPD_0657,guaA,n,n,N-N
pyrDa,guaA,n,n,N-N
uraA,guaA,n,n,N-N
trpE,guaA,n,n,N-N
sodA,guaA,n,n,N-N
ilvC,guaA,n,n,N-N
lysA,guaA,n,n,N-N
asd,guaA,n,n,N-N
aroE,guaA,n,n,N-N
ptsI,guaA,n,n,N-N
parE,guaA,y,n,E-N
msrAB1,guaA,n,n,N-N
nadE,guaA,n,n,N-N
pbuX,guaA,n,n,N-N
SPD_0267,guaA,n,n,N-N
trpS,guaA,y,n,E-N
lysS,guaA,y,n,E-N
valS,guaA,n,n,N-N
proS,guaA,y,n,E-N
pyrR,guaA,n,n,N-N
pyrH,guaA,y,n,E-N
cmk,guaA,n,n,N-N
upp,guaA,n,n,N-N
pyrG,guaA,n,n,N-N
nrdG,guaA,n,n,N-N
parC,guaA,n,n,N-N
tag,guaA,n,n,N-N
pyrF,guaA,n,n,N-N
relA,guaA,y,n,E-N
ribD,guaA,n,n,N-N
metK,guaA,y,n,E-N
pta,guaA,n,n,N-N
accC,guaA,y,n,E-N
ilvD,guaA,n,n,N-N
proC,guaA,n,n,N-N
obg,guaA,y,n,E-N
pyrC,guaA,n,n,N-N
fhs,guaA,n,n,N-N
pyrDb,guaA,n,n,N-N
glmS,guaA,y,n,E-N
argS,guaA,n,n,N-N
ileS,guaA,y,n,E-N
folD,guaA,y,n,E-N
carB,guaA,n,n,N-N
